cell_id,model,familiarity,genus,family,genus_p50,family_p50,order_p50,strict_violation,compression_ratio,ioc_compression_ratio,compression_exceeds_ioc,gap_ratio,ioc_gap_ratio,hierarchy_collapse
eudyptula_spheniscidae,gpt-4o-mini,obscure,Eudyptula,Spheniscidae,2.0,18.0,18.0,False,0.1111111111111111,0.05263157894736842,False,0.8888888888888888,0.9473684210526315,False
pavo_phasianidae,claude-haiku-4-5,well_known,Pavo,Phasianidae,2.0,180.0,310.0,False,0.011111111111111112,0.0106951871657754,False,0.9888888888888889,0.9893048128342246,False
pavo_phasianidae,claude-opus-4-8,well_known,Pavo,Phasianidae,2.0,185.0,295.0,False,0.010810810810810811,0.0106951871657754,False,0.9891891891891892,0.9893048128342246,False
pavo_phasianidae,claude-sonnet-4-6,well_known,Pavo,Phasianidae,2.0,185.0,310.0,False,0.010810810810810811,0.0106951871657754,False,0.9891891891891892,0.9893048128342246,False
pavo_phasianidae,claude-sonnet-5,well_known,Pavo,Phasianidae,2.0,185.0,300.0,False,0.010810810810810811,0.0106951871657754,False,0.9891891891891892,0.9893048128342246,False
pavo_phasianidae,gpt-4o,well_known,Pavo,Phasianidae,2.0,180.0,300.0,False,0.011111111111111112,0.0106951871657754,False,0.9888888888888889,0.9893048128342246,False
pavo_phasianidae,gpt-4o-mini,well_known,Pavo,Phasianidae,3.0,50.0,300.0,False,0.06,0.0106951871657754,False,0.94,0.9893048128342246,False
ithaginis_phasianidae,claude-haiku-4-5,obscure,Ithaginis,Phasianidae,2.0,180.0,310.0,False,0.011111111111111112,0.0053475935828877,False,0.9888888888888889,0.9946524064171123,False
ithaginis_phasianidae,claude-opus-4-8,obscure,Ithaginis,Phasianidae,1.0,185.0,295.0,False,0.005405405405405406,0.0053475935828877,False,0.9945945945945946,0.9946524064171123,False
ithaginis_phasianidae,claude-sonnet-4-6,obscure,Ithaginis,Phasianidae,1.0,185.0,310.0,False,0.005405405405405406,0.0053475935828877,False,0.9945945945945946,0.9946524064171123,False
ithaginis_phasianidae,claude-sonnet-5,obscure,Ithaginis,Phasianidae,1.0,185.0,300.0,False,0.005405405405405406,0.0053475935828877,False,0.9945945945945946,0.9946524064171123,False
ithaginis_phasianidae,gpt-4o,obscure,Ithaginis,Phasianidae,1.0,180.0,300.0,False,0.005555555555555556,0.0053475935828877,False,0.9944444444444445,0.9946524064171123,False
ithaginis_phasianidae,gpt-4o-mini,obscure,Ithaginis,Phasianidae,3.0,50.0,300.0,False,0.06,0.0053475935828877,False,0.94,0.9946524064171123,False
