prompt_key,cell_id,model,taxonomic_level,familiarity,dispute_block,genus,family,order,ioc_count,authority_min,authority_max,authority_spread,ioc_genus,ioc_family,ioc_order,p10,p50,p90,interval_width,relative_interval_width,covers_authority_span,ioc_in_interval,confidence,crps,crps_relative,mean_pinball_loss,median_abs_error,median_abs_error_relative,signed_error_relative,latency_ms
order_charadriiformes,fratercula_alcidae,claude-sonnet-4-6,order,,disputed,Fratercula,Alcidae,Charadriiformes,394.0,374,394,20,3,25,394,340.0,370.0,410.0,70.0,0.17766497461928935,True,True,0.65,6.333333333333333,0.016074450084602367,6.333333333333333,24.0,0.06091370558375635,-0.06091370558375635,4054.799700039439
order_columbiformes,columba_columbidae,claude-sonnet-4-6,order,,disputed,Columba,Columbidae,Columbiformes,352.0,316,352,36,34,352,352,330.0,350.0,380.0,50.0,0.14204545454545456,False,True,0.65,2.0,0.005681818181818182,2.0,2.0,0.005681818181818182,-0.005681818181818182,3284.963299985975
order_falconiformes,falco_falconidae,claude-sonnet-4-6,order,,disputed,Falco,Falconidae,Falconiformes,65.0,64,65,1,39,65,65,60.0,67.0,75.0,15.0,0.23076923076923078,True,True,0.65,0.8333333333333334,0.012820512820512822,0.8333333333333334,2.0,0.03076923076923077,0.03076923076923077,3475.270300055854
order_passeriformes,corvus_corvidae,claude-sonnet-4-6,order,,disputed,Corvus,Corvidae,Passeriformes,6758.0,6020,6758,738,50,138,6758,6000.0,6500.0,7000.0,1000.0,0.1479727730097662,True,True,0.72,76.33333333333333,0.011295255006412153,76.33333333333333,258.0,0.03817697543651968,-0.03817697543651968,6151.047999970615
order_piciformes,ramphastos_ramphastidae,claude-sonnet-4-6,order,,disputed,Ramphastos,Ramphastidae,Piciformes,444.0,406,444,38,8,38,444,390.0,440.0,480.0,90.0,0.20270270270270271,True,True,0.6,3.6666666666666665,0.008258258258258258,3.6666666666666665,4.0,0.009009009009009009,-0.009009009009009009,3748.53650003206
order_psittaciformes,amazona_psittacidae,claude-sonnet-4-6,order,,disputed,Amazona,Psittacidae,Psittaciformes,409.0,379,409,30,32,181,409,370.0,400.0,430.0,60.0,0.1466992665036675,True,True,0.7,3.5,0.008557457212713936,3.5,9.0,0.022004889975550123,-0.022004889975550123,3183.5028999485075
order_strigiformes,bubo_strigidae,claude-sonnet-4-6,order,,disputed,Bubo,Strigidae,Strigiformes,256.0,214,256,42,12,236,256,220.0,250.0,280.0,60.0,0.234375,False,True,0.65,3.0,0.01171875,3.0,6.0,0.0234375,-0.0234375,3615.2708999579772
family_accipitridae,accipiter_accipitridae,claude-opus-4-8,family,,disputed,Accipiter,Accipitridae,Accipitriformes,254.0,241,254,13,9,254,263,230.0,255.0,275.0,45.0,0.17716535433070865,True,True,0.6,1.6666666666666667,0.006561679790026247,1.6666666666666667,1.0,0.003937007874015748,0.003937007874015748,3290.8397000283003
family_alcidae,fratercula_alcidae,claude-opus-4-8,family,,undisputed,Fratercula,Alcidae,Charadriiformes,25.0,25,25,0,3,25,394,22.0,24.0,26.0,4.0,0.16,True,True,0.6,0.3,0.012,0.3,1.0,0.04,-0.04,3084.5989000517875
family_anatidae,anas_anatidae,claude-opus-4-8,family,,disputed,Anas,Anatidae,Anseriformes,174.0,162,174,12,32,174,178,150.0,174.0,180.0,30.0,0.1724137931034483,True,True,0.6,1.0,0.005747126436781609,1.0,0.0,0.0,0.0,2463.650699937716
family_columbidae,columba_columbidae,claude-opus-4-8,family,,disputed,Columba,Columbidae,Columbiformes,352.0,316,352,36,34,352,352,320.0,344.0,360.0,40.0,0.11363636363636363,False,True,0.7,2.6666666666666665,0.007575757575757575,2.6666666666666665,8.0,0.022727272727272728,-0.022727272727272728,2950.7846999913454
family_corvidae,corvus_corvidae,claude-opus-4-8,family,,disputed,Corvus,Corvidae,Passeriformes,138.0,123,138,15,50,138,6758,120.0,133.0,140.0,20.0,0.14492753623188406,True,True,0.6,1.5,0.010869565217391304,1.5,5.0,0.036231884057971016,-0.036231884057971016,2624.8614999931306
family_falconidae,falco_falconidae,claude-opus-4-8,family,,disputed,Falco,Falconidae,Falconiformes,65.0,64,65,1,39,65,65,60.0,65.0,70.0,10.0,0.15384615384615385,True,True,0.6,0.3333333333333333,0.005128205128205128,0.3333333333333333,0.0,0.0,0.0,4699.801299953833
family_fringillidae,fringilla_fringillidae,claude-opus-4-8,family,,disputed,Fringilla,Fringillidae,Passeriformes,238.0,220,238,18,8,238,6758,180.0,230.0,250.0,70.0,0.29411764705882354,True,True,0.5,3.6666666666666665,0.015406162464985993,3.6666666666666665,8.0,0.03361344537815126,-0.03361344537815126,4267.366899992339
family_pittidae,pitta_pittidae,claude-opus-4-8,family,,disputed,Pitta,Pittidae,Passeriformes,46.0,29,46,17,20,46,6758,30.0,42.0,50.0,20.0,0.43478260869565216,False,True,0.6,1.3333333333333333,0.02898550724637681,1.3333333333333333,4.0,0.08695652173913043,-0.08695652173913043,3080.056699924171
family_psittacidae,amazona_psittacidae,claude-opus-4-8,family,,disputed,Amazona,Psittacidae,Psittaciformes,181.0,167,181,14,32,181,409,160.0,185.0,380.0,220.0,1.2154696132596685,True,True,0.4,7.999999999999997,0.044198895027624294,7.999999999999997,4.0,0.022099447513812154,0.022099447513812154,3769.1338999429718
family_ramphastidae,ramphastos_ramphastidae,claude-opus-4-8,family,,disputed,Ramphastos,Ramphastidae,Piciformes,38.0,34,38,4,8,38,444,35.0,43.0,50.0,15.0,0.39473684210526316,False,True,0.5,1.3333333333333333,0.03508771929824561,1.3333333333333333,5.0,0.13157894736842105,0.13157894736842105,3656.9102000212297
family_strigidae,bubo_strigidae,claude-opus-4-8,family,,disputed,Bubo,Strigidae,Strigiformes,236.0,196,236,40,12,236,256,200.0,230.0,260.0,60.0,0.2542372881355932,False,True,0.5,3.0,0.012711864406779662,3.0,6.0,0.025423728813559324,-0.025423728813559324,2567.7775000222027
family_trochilidae,archilochus_trochilidae,claude-opus-4-8,family,,disputed,Archilochus,Trochilidae,Apodiformes,366.0,335,366,31,2,366,478,330.0,360.0,370.0,40.0,0.1092896174863388,True,True,0.7,2.3333333333333335,0.006375227686703097,2.3333333333333335,6.0,0.01639344262295082,-0.01639344262295082,2760.5132999597117
accipiter_accipitridae_genus,accipiter_accipitridae,claude-opus-4-8,genus,well_known,disputed,Accipiter,Accipitridae,Accipitriformes,9.0,6,9,3,9,254,263,12.0,35.0,50.0,38.0,4.222222222222222,False,False,0.4,6.599999999999999,0.7333333333333332,6.599999999999999,26.0,2.888888888888889,2.888888888888889,3422.845400054939
amazona_psittacidae_genus,amazona_psittacidae,claude-opus-4-8,genus,well_known,disputed,Amazona,Psittacidae,Psittaciformes,32.0,30,32,2,32,181,409,30.0,35.0,39.0,9.0,0.28125,True,True,0.6,0.7999999999999999,0.024999999999999998,0.7999999999999999,3.0,0.09375,0.09375,2549.394499976188
anas_anatidae_genus,anas_anatidae,claude-opus-4-8,genus,well_known,disputed,Anas,Anatidae,Anseriformes,32.0,26,32,6,32,174,178,25.0,31.0,46.0,21.0,0.65625,True,True,0.4,0.8666666666666666,0.02708333333333333,0.8666666666666666,1.0,0.03125,-0.03125,3370.981700019911
archilochus_trochilidae_genus,archilochus_trochilidae,claude-opus-4-8,genus,well_known,undisputed,Archilochus,Trochilidae,Apodiformes,2.0,2,2,0,2,366,478,2.0,2.0,3.0,1.0,0.5,True,True,0.85,0.033333333333333326,0.016666666666666663,0.033333333333333326,0.0,0.0,0.0,2607.1460000239313
bolborhynchus_psittacidae_genus,bolborhynchus_psittacidae,claude-opus-4-8,genus,obscure,undisputed,Bolborhynchus,Psittacidae,Psittaciformes,3.0,3,3,0,3,181,409,3.0,3.0,4.0,1.0,0.3333333333333333,True,True,0.6,0.033333333333333326,0.011111111111111108,0.033333333333333326,0.0,0.0,0.0,4379.703899961896
bubo_strigidae_genus,bubo_strigidae,claude-opus-4-8,genus,well_known,disputed,Bubo,Strigidae,Strigiformes,12.0,7,12,5,12,236,256,18.0,20.0,25.0,7.0,0.5833333333333334,False,False,0.5,3.5666666666666664,0.2972222222222222,3.5666666666666664,8.0,0.6666666666666666,0.6666666666666666,2839.0764000359923
carpodacus_fringillidae_genus,carpodacus_fringillidae,claude-opus-4-8,genus,obscure,disputed,Carpodacus,Fringillidae,Passeriformes,28.0,26,28,2,28,238,6758,24.0,28.0,35.0,11.0,0.39285714285714285,True,True,0.5,0.36666666666666664,0.013095238095238094,0.36666666666666664,0.0,0.0,0.0,3426.683299941942
chaetocercus_trochilidae_genus,chaetocercus_trochilidae,claude-opus-4-8,genus,obscure,undisputed,Chaetocercus,Trochilidae,Apodiformes,6.0,6,6,0,6,366,478,5.0,6.0,7.0,2.0,0.3333333333333333,True,True,0.6,0.06666666666666667,0.011111111111111112,0.06666666666666667,0.0,0.0,0.0,3108.1263000378385
claravis_columbidae_genus,claravis_columbidae,claude-opus-4-8,genus,obscure,undisputed,Claravis,Columbidae,Columbiformes,1.0,1,1,0,1,352,352,2.0,3.0,3.0,1.0,1.0,False,False,0.7,0.6999999999999998,0.6999999999999998,0.6999999999999998,2.0,2.0,2.0,3496.204899973236
columba_columbidae_genus,columba_columbidae,claude-opus-4-8,genus,well_known,undisputed,Columba,Columbidae,Columbiformes,34.0,34,34,0,34,352,352,32.0,35.0,42.0,10.0,0.29411764705882354,True,True,0.5,0.49999999999999994,0.014705882352941175,0.49999999999999994,1.0,0.029411764705882353,0.029411764705882353,3466.7877999600023
corvus_corvidae_genus,corvus_corvidae,claude-opus-4-8,genus,well_known,disputed,Corvus,Corvidae,Passeriformes,50.0,41,50,9,50,138,6758,42.0,46.0,52.0,10.0,0.2,False,True,0.6,1.0,0.02,1.0,4.0,0.08,-0.08,3000.85059995763
erythropitta_pittidae_genus,erythropitta_pittidae,claude-opus-4-8,genus,obscure,disputed,Erythropitta,Pittidae,Passeriformes,13.0,5,13,8,13,46,6758,9.0,12.0,16.0,7.0,0.5384615384615384,False,True,0.4,0.39999999999999997,0.030769230769230767,0.39999999999999997,1.0,0.07692307692307693,-0.07692307692307693,3892.522700014524
falco_falconidae_genus,falco_falconidae,claude-opus-4-8,genus,well_known,disputed,Falco,Falconidae,Falconiformes,39.0,38,39,1,39,65,65,36.0,39.0,42.0,6.0,0.15384615384615385,True,True,0.6,0.19999999999999998,0.005128205128205128,0.19999999999999998,0.0,0.0,0.0,2837.5566999893636
fratercula_alcidae_genus,fratercula_alcidae,claude-opus-4-8,genus,well_known,undisputed,Fratercula,Alcidae,Charadriiformes,3.0,3,3,0,3,25,394,3.0,3.0,3.0,0.0,0.0,True,True,0.85,0.0,0.0,0.0,0.0,0.0,0.0,2454.2328000534326
fringilla_fringillidae_genus,fringilla_fringillidae,claude-opus-4-8,genus,well_known,disputed,Fringilla,Fringillidae,Passeriformes,8.0,3,8,5,8,238,6758,3.0,4.0,4.0,1.0,0.125,False,False,0.7,2.033333333333333,0.25416666666666665,2.033333333333333,4.0,0.5,-0.5,3850.15429998748
microhierax_falconidae_genus,microhierax_falconidae,claude-opus-4-8,genus,obscure,undisputed,Microhierax,Falconidae,Falconiformes,5.0,5,5,0,5,65,65,5.0,5.0,6.0,1.0,0.2,True,True,0.7,0.033333333333333326,0.006666666666666665,0.033333333333333326,0.0,0.0,0.0,2781.919499975629
nucifraga_corvidae_genus,nucifraga_corvidae,claude-opus-4-8,genus,obscure,disputed,Nucifraga,Corvidae,Passeriformes,4.0,2,4,2,4,138,6758,2.0,3.0,4.0,2.0,0.5,True,True,0.6,0.2333333333333333,0.05833333333333333,0.2333333333333333,1.0,0.25,-0.25,3437.3862999491394
pitta_pittidae_genus,pitta_pittidae,claude-opus-4-8,genus,well_known,disputed,Pitta,Pittidae,Passeriformes,20.0,13,20,7,20,46,6758,6.0,11.0,18.0,12.0,0.6,False,False,0.4,2.566666666666667,0.12833333333333335,2.566666666666667,9.0,0.45,-0.45,2907.9083000542596
ramphastos_ramphastidae_genus,ramphastos_ramphastidae,claude-opus-4-8,genus,well_known,disputed,Ramphastos,Ramphastidae,Piciformes,8.0,7,8,1,8,38,444,6.0,8.0,11.0,5.0,0.625,True,True,0.6,0.16666666666666666,0.020833333333333332,0.16666666666666666,0.0,0.0,0.0,3462.1927000116557
sarkidiornis_anatidae_genus,sarkidiornis_anatidae,claude-opus-4-8,genus,obscure,disputed,Sarkidiornis,Anatidae,Anseriformes,2.0,1,2,1,2,174,178,2.0,2.0,2.0,0.0,0.0,False,True,0.8,0.0,0.0,0.0,0.0,0.0,0.0,2934.465999947861
selenidera_ramphastidae_genus,selenidera_ramphastidae,claude-opus-4-8,genus,obscure,undisputed,Selenidera,Ramphastidae,Piciformes,6.0,6,6,0,6,38,444,6.0,6.0,7.0,1.0,0.16666666666666666,True,True,0.7,0.033333333333333326,0.005555555555555554,0.033333333333333326,0.0,0.0,0.0,3200.8009999990463
synthliboramphus_alcidae_genus,synthliboramphus_alcidae,claude-opus-4-8,genus,obscure,undisputed,Synthliboramphus,Alcidae,Charadriiformes,5.0,5,5,0,5,25,394,4.0,5.0,6.0,2.0,0.4,True,True,0.6,0.06666666666666667,0.013333333333333332,0.06666666666666667,0.0,0.0,0.0,3489.999799989164
urotriorchis_accipitridae_genus,urotriorchis_accipitridae,claude-opus-4-8,genus,obscure,undisputed,Urotriorchis,Accipitridae,Accipitriformes,1.0,1,1,0,1,254,263,1.0,1.0,1.0,0.0,0.0,True,True,0.92,0.0,0.0,0.0,0.0,0.0,0.0,2701.8629000522196
xenoglaux_strigidae_genus,xenoglaux_strigidae,claude-opus-4-8,genus,obscure,undisputed,Xenoglaux,Strigidae,Strigiformes,1.0,1,1,0,1,236,256,1.0,1.0,1.0,0.0,0.0,True,True,0.95,0.0,0.0,0.0,0.0,0.0,0.0,2708.4641000255942
order_accipitriformes,accipiter_accipitridae,claude-opus-4-8,order,,disputed,Accipiter,Accipitridae,Accipitriformes,263.0,250,263,13,9,254,263,240.0,265.0,290.0,50.0,0.19011406844106463,True,True,0.6,2.0,0.0076045627376425855,2.0,2.0,0.0076045627376425855,0.0076045627376425855,8149.453299934976
order_anseriformes,anas_anatidae,claude-opus-4-8,order,,disputed,Anas,Anatidae,Anseriformes,178.0,166,178,12,32,174,178,175.0,180.0,185.0,10.0,0.056179775280898875,False,True,0.6,0.6666666666666666,0.0037453183520599247,0.6666666666666666,2.0,0.011235955056179775,0.011235955056179775,3693.913499941118
order_apodiformes,archilochus_trochilidae,claude-opus-4-8,order,,disputed,Archilochus,Trochilidae,Apodiformes,478.0,432,478,46,2,366,478,450.0,480.0,540.0,90.0,0.18828451882845187,False,True,0.5,3.3333333333333326,0.006973500697350068,3.3333333333333326,2.0,0.0041841004184100415,0.0041841004184100415,2854.185799951665
order_charadriiformes,fratercula_alcidae,claude-opus-4-8,order,,disputed,Fratercula,Alcidae,Charadriiformes,394.0,374,394,20,3,25,394,360.0,390.0,410.0,50.0,0.12690355329949238,True,True,0.5,2.3333333333333335,0.005922165820642978,2.3333333333333335,4.0,0.01015228426395939,-0.01015228426395939,3155.603700084612
order_columbiformes,columba_columbidae,claude-opus-4-8,order,,disputed,Columba,Columbidae,Columbiformes,352.0,316,352,36,34,352,352,320.0,350.0,380.0,60.0,0.17045454545454544,False,True,0.6,2.3333333333333335,0.006628787878787879,2.3333333333333335,2.0,0.005681818181818182,-0.005681818181818182,2739.9556000018492
order_falconiformes,falco_falconidae,claude-opus-4-8,order,,disputed,Falco,Falconidae,Falconiformes,65.0,64,65,1,39,65,65,60.0,65.0,75.0,15.0,0.23076923076923078,True,True,0.6,0.49999999999999994,0.007692307692307692,0.49999999999999994,0.0,0.0,0.0,3487.025500042364
order_passeriformes,corvus_corvidae,claude-opus-4-8,order,,disputed,Corvus,Corvidae,Passeriformes,6758.0,6020,6758,738,50,138,6758,6000.0,6500.0,6900.0,900.0,0.1331754957087896,True,True,0.6,73.0,0.010802012429712933,73.0,258.0,0.03817697543651968,-0.03817697543651968,2589.2978999763727
order_piciformes,ramphastos_ramphastidae,claude-opus-4-8,order,,disputed,Ramphastos,Ramphastidae,Piciformes,444.0,406,444,38,8,38,444,410.0,445.0,480.0,70.0,0.15765765765765766,False,True,0.5,2.5,0.00563063063063063,2.5,1.0,0.0022522522522522522,0.0022522522522522522,3341.636599972844
order_psittaciformes,amazona_psittacidae,claude-opus-4-8,order,,disputed,Amazona,Psittacidae,Psittaciformes,409.0,379,409,30,32,181,409,370.0,398.0,430.0,60.0,0.1466992665036675,True,True,0.5,3.8333333333333335,0.009372453137734311,3.8333333333333335,11.0,0.02689486552567237,-0.02689486552567237,3863.7346000177786
order_strigiformes,bubo_strigidae,claude-opus-4-8,order,,disputed,Bubo,Strigidae,Strigiformes,256.0,214,256,42,12,236,256,220.0,250.0,270.0,50.0,0.1953125,False,True,0.6,2.6666666666666665,0.010416666666666666,2.6666666666666665,6.0,0.0234375,-0.0234375,2960.465300013311
family_accipitridae,accipiter_accipitridae,gpt-4o-mini,family,,disputed,Accipiter,Accipitridae,Accipitriformes,254.0,241,254,13,9,254,263,60.0,70.0,80.0,20.0,0.07874015748031496,False,False,0.85,89.33333333333333,0.3517060367454068,89.33333333333333,184.0,0.7244094488188977,-0.7244094488188977,2510.6879000086337
family_alcidae,fratercula_alcidae,gpt-4o-mini,family,,undisputed,Fratercula,Alcidae,Charadriiformes,25.0,25,25,0,3,25,394,18.0,22.0,26.0,8.0,0.32,True,True,0.85,0.7666666666666667,0.03066666666666667,0.7666666666666667,3.0,0.12,-0.12,1489.4662000006065
family_anatidae,anas_anatidae,gpt-4o-mini,family,,disputed,Anas,Anatidae,Anseriformes,174.0,162,174,12,32,174,178,150.0,180.0,210.0,60.0,0.3448275862068966,True,True,0.85,3.0,0.017241379310344827,3.0,6.0,0.034482758620689655,0.034482758620689655,1751.8299000803381
family_columbidae,columba_columbidae,gpt-4o-mini,family,,disputed,Columba,Columbidae,Columbiformes,352.0,316,352,36,34,352,352,250.0,300.0,350.0,100.0,0.2840909090909091,False,False,0.85,12.666666666666666,0.03598484848484848,12.666666666666666,52.0,0.14772727272727273,-0.14772727272727273,2621.3831999339163
family_corvidae,corvus_corvidae,gpt-4o-mini,family,,disputed,Corvus,Corvidae,Passeriformes,138.0,123,138,15,50,138,6758,30.0,40.0,50.0,20.0,0.14492753623188406,False,False,0.85,46.333333333333336,0.3357487922705314,46.333333333333336,98.0,0.7101449275362319,-0.7101449275362319,1502.6393999578431
family_falconidae,falco_falconidae,gpt-4o-mini,family,,disputed,Falco,Falconidae,Falconiformes,65.0,64,65,1,39,65,65,60.0,65.0,70.0,10.0,0.15384615384615385,True,True,0.85,0.3333333333333333,0.005128205128205128,0.3333333333333333,0.0,0.0,0.0,1407.0577999809757
family_fringillidae,fringilla_fringillidae,gpt-4o-mini,family,,disputed,Fringilla,Fringillidae,Passeriformes,238.0,220,238,18,8,238,6758,40.0,50.0,60.0,20.0,0.08403361344537816,False,False,0.85,91.33333333333333,0.3837535014005602,91.33333333333333,188.0,0.7899159663865546,-0.7899159663865546,1629.7779000597075
family_pittidae,pitta_pittidae,gpt-4o-mini,family,,disputed,Pitta,Pittidae,Passeriformes,46.0,29,46,17,20,46,6758,10.0,12.0,15.0,5.0,0.10869565217391304,False,False,0.85,16.166666666666668,0.35144927536231885,16.166666666666668,34.0,0.7391304347826086,-0.7391304347826086,1377.8011000249535
family_psittacidae,amazona_psittacidae,gpt-4o-mini,family,,disputed,Amazona,Psittacidae,Psittaciformes,181.0,167,181,14,32,181,409,350.0,400.0,450.0,100.0,0.5524861878453039,False,False,0.85,96.16666666666667,0.5313075506445673,96.16666666666667,219.0,1.2099447513812154,1.2099447513812154,1474.9667999567464
family_ramphastidae,ramphastos_ramphastidae,gpt-4o-mini,family,,disputed,Ramphastos,Ramphastidae,Piciformes,38.0,34,38,4,8,38,444,12.0,15.0,18.0,6.0,0.15789473684210525,False,False,0.85,10.700000000000001,0.2815789473684211,10.700000000000001,23.0,0.6052631578947368,-0.6052631578947368,1591.070199967362
family_strigidae,bubo_strigidae,gpt-4o-mini,family,,disputed,Bubo,Strigidae,Strigiformes,236.0,196,236,40,12,236,256,200.0,220.0,250.0,50.0,0.211864406779661,False,True,0.85,4.333333333333333,0.018361581920903952,4.333333333333333,16.0,0.06779661016949153,-0.06779661016949153,1505.9643000131473
family_trochilidae,archilochus_trochilidae,gpt-4o-mini,family,,disputed,Archilochus,Trochilidae,Apodiformes,366.0,335,366,31,2,366,478,300.0,350.0,400.0,100.0,0.273224043715847,True,True,0.85,6.0,0.01639344262295082,6.0,16.0,0.04371584699453552,-0.04371584699453552,1379.859899985604
accipiter_accipitridae_genus,accipiter_accipitridae,gpt-4o-mini,genus,well_known,disputed,Accipiter,Accipitridae,Accipitriformes,9.0,6,9,3,9,254,263,10.0,12.0,15.0,5.0,0.5555555555555556,False,False,0.85,1.0,0.1111111111111111,1.0,3.0,0.3333333333333333,0.3333333333333333,1575.870499946177
amazona_psittacidae_genus,amazona_psittacidae,gpt-4o-mini,genus,well_known,disputed,Amazona,Psittacidae,Psittaciformes,32.0,30,32,2,32,181,409,25.0,30.0,35.0,10.0,0.3125,True,True,0.85,0.6666666666666666,0.020833333333333332,0.6666666666666666,2.0,0.0625,-0.0625,2068.4542999370024
anas_anatidae_genus,anas_anatidae,gpt-4o-mini,genus,well_known,disputed,Anas,Anatidae,Anseriformes,32.0,26,32,6,32,174,178,25.0,30.0,35.0,10.0,0.3125,True,True,0.85,0.6666666666666666,0.020833333333333332,0.6666666666666666,2.0,0.0625,-0.0625,1587.756699998863
archilochus_trochilidae_genus,archilochus_trochilidae,gpt-4o-mini,genus,well_known,undisputed,Archilochus,Trochilidae,Apodiformes,2.0,2,2,0,2,366,478,4.0,5.0,6.0,2.0,1.0,False,False,0.85,1.2333333333333332,0.6166666666666666,1.2333333333333332,3.0,1.5,1.5,1501.7188000492752
bolborhynchus_psittacidae_genus,bolborhynchus_psittacidae,gpt-4o-mini,genus,obscure,undisputed,Bolborhynchus,Psittacidae,Psittaciformes,3.0,3,3,0,3,181,409,5.0,6.0,7.0,2.0,0.6666666666666666,False,False,0.8,1.2333333333333332,0.41111111111111104,1.2333333333333332,3.0,1.0,1.0,1273.8823000108823
bubo_strigidae_genus,bubo_strigidae,gpt-4o-mini,genus,well_known,disputed,Bubo,Strigidae,Strigiformes,12.0,7,12,5,12,236,256,8.0,10.0,12.0,4.0,0.3333333333333333,False,True,0.85,0.4666666666666666,0.03888888888888888,0.4666666666666666,2.0,0.16666666666666666,-0.16666666666666666,1508.0283000133932
carpodacus_fringillidae_genus,carpodacus_fringillidae,gpt-4o-mini,genus,obscure,disputed,Carpodacus,Fringillidae,Passeriformes,28.0,26,28,2,28,238,6758,10.0,15.0,20.0,10.0,0.35714285714285715,False,False,0.85,5.166666666666667,0.18452380952380953,5.166666666666667,13.0,0.4642857142857143,-0.4642857142857143,1193.6105999629945
chaetocercus_trochilidae_genus,chaetocercus_trochilidae,gpt-4o-mini,genus,obscure,undisputed,Chaetocercus,Trochilidae,Apodiformes,6.0,6,6,0,6,366,478,4.0,5.0,6.0,2.0,0.3333333333333333,True,True,0.8,0.2333333333333333,0.03888888888888888,0.2333333333333333,1.0,0.16666666666666666,-0.16666666666666666,1533.3130999933928
claravis_columbidae_genus,claravis_columbidae,gpt-4o-mini,genus,obscure,undisputed,Claravis,Columbidae,Columbiformes,1.0,1,1,0,1,352,352,3.0,4.0,5.0,2.0,2.0,False,False,0.85,1.2333333333333332,1.2333333333333332,1.2333333333333332,3.0,3.0,3.0,1353.0745999887586
columba_columbidae_genus,columba_columbidae,gpt-4o-mini,genus,well_known,undisputed,Columba,Columbidae,Columbiformes,34.0,34,34,0,34,352,352,30.0,40.0,50.0,20.0,0.5882352941176471,True,True,0.85,1.6666666666666667,0.049019607843137254,1.6666666666666667,6.0,0.17647058823529413,0.17647058823529413,1390.6490999506786
corvus_corvidae_genus,corvus_corvidae,gpt-4o-mini,genus,well_known,disputed,Corvus,Corvidae,Passeriformes,50.0,41,50,9,50,138,6758,40.0,45.0,50.0,10.0,0.2,True,True,0.85,1.1666666666666667,0.023333333333333334,1.1666666666666667,5.0,0.1,-0.1,1432.482400094159
erythropitta_pittidae_genus,erythropitta_pittidae,gpt-4o-mini,genus,obscure,disputed,Erythropitta,Pittidae,Passeriformes,13.0,5,13,8,13,46,6758,5.0,7.0,9.0,4.0,0.3076923076923077,False,False,0.85,2.466666666666667,0.18974358974358976,2.466666666666667,6.0,0.46153846153846156,-0.46153846153846156,1379.610300064087
falco_falconidae_genus,falco_falconidae,gpt-4o-mini,genus,well_known,disputed,Falco,Falconidae,Falconiformes,39.0,38,39,1,39,65,65,35.0,40.0,45.0,10.0,0.2564102564102564,True,True,0.85,0.5,0.01282051282051282,0.5,1.0,0.02564102564102564,0.02564102564102564,1591.078900033608
fratercula_alcidae_genus,fratercula_alcidae,gpt-4o-mini,genus,well_known,undisputed,Fratercula,Alcidae,Charadriiformes,3.0,3,3,0,3,25,394,4.0,4.0,5.0,1.0,0.3333333333333333,False,False,0.9,0.5333333333333333,0.17777777777777778,0.5333333333333333,1.0,0.3333333333333333,0.3333333333333333,2164.147099945694
fringilla_fringillidae_genus,fringilla_fringillidae,gpt-4o-mini,genus,well_known,disputed,Fringilla,Fringillidae,Passeriformes,8.0,3,8,5,8,238,6758,6.0,8.0,10.0,4.0,0.5,False,True,0.85,0.13333333333333333,0.016666666666666666,0.13333333333333333,0.0,0.0,0.0,1500.5416000494733
microhierax_falconidae_genus,microhierax_falconidae,gpt-4o-mini,genus,obscure,undisputed,Microhierax,Falconidae,Falconiformes,5.0,5,5,0,5,65,65,5.0,6.0,7.0,2.0,0.4,True,True,0.85,0.2333333333333333,0.04666666666666666,0.2333333333333333,1.0,0.2,0.2,1672.6605000440031
nucifraga_corvidae_genus,nucifraga_corvidae,gpt-4o-mini,genus,obscure,disputed,Nucifraga,Corvidae,Passeriformes,4.0,2,4,2,4,138,6758,2.0,3.0,4.0,2.0,0.5,True,True,0.85,0.2333333333333333,0.05833333333333333,0.2333333333333333,1.0,0.25,-0.25,1572.528999997303
pitta_pittidae_genus,pitta_pittidae,gpt-4o-mini,genus,well_known,disputed,Pitta,Pittidae,Passeriformes,20.0,13,20,7,20,46,6758,8.0,9.0,10.0,2.0,0.1,False,False,0.85,5.233333333333333,0.26166666666666666,5.233333333333333,11.0,0.55,-0.55,1465.979800093919
ramphastos_ramphastidae_genus,ramphastos_ramphastidae,gpt-4o-mini,genus,well_known,disputed,Ramphastos,Ramphastidae,Piciformes,8.0,7,8,1,8,38,444,6.0,8.0,10.0,4.0,0.5,True,True,0.85,0.13333333333333333,0.016666666666666666,0.13333333333333333,0.0,0.0,0.0,1444.6302000433207
sarkidiornis_anatidae_genus,sarkidiornis_anatidae,gpt-4o-mini,genus,obscure,disputed,Sarkidiornis,Anatidae,Anseriformes,2.0,1,2,1,2,174,178,2.0,3.0,4.0,2.0,1.0,False,True,0.8,0.2333333333333333,0.11666666666666665,0.2333333333333333,1.0,0.5,0.5,2284.225400071591
selenidera_ramphastidae_genus,selenidera_ramphastidae,gpt-4o-mini,genus,obscure,undisputed,Selenidera,Ramphastidae,Piciformes,6.0,6,6,0,6,38,444,3.0,4.0,5.0,2.0,0.3333333333333333,False,False,0.85,0.7333333333333334,0.12222222222222223,0.7333333333333334,2.0,0.3333333333333333,-0.3333333333333333,1615.6342999311164
synthliboramphus_alcidae_genus,synthliboramphus_alcidae,gpt-4o-mini,genus,obscure,undisputed,Synthliboramphus,Alcidae,Charadriiformes,5.0,5,5,0,5,25,394,3.0,4.0,5.0,2.0,0.4,True,True,0.85,0.2333333333333333,0.04666666666666666,0.2333333333333333,1.0,0.2,-0.2,1370.2306000050157
